Published Rates,,,,,,Sequestration Reduction Applied,,,,
CPT,Final National ASC Rate,Final Local ASC Rate,Local Medicare Pays,Local Patient,,CPT,Final National ASC Rate,Final Local ASC Rate,Local Medicare Pays,Local Patient
36595,449.58,449.58,359.664,89.916,,36595,442.38672,442.38672,352.47072,89.916
36596,469.4,469.4,375.52,93.88,,36596,461.8896,461.8896,368.0096,93.88
36597,469.4,469.4,375.52,93.88,,36597,461.8896,461.8896,368.0096,93.88
36598,83.11,83.11,66.488,16.622,,36598,81.78024,81.78024,65.15824,16.622
36640,1296.22,1296.22,1036.976,259.244,,36640,1275.48048,1275.48048,1016.23648,259.244
36680,29.52,29.52,23.616,5.904,,36680,29.04768,29.04768,23.14368,5.904
36800,1570.18,1570.18,1256.144,314.036,,36800,1545.05712,1545.05712,1231.02112,314.036
36810,1570.18,1570.18,1256.144,314.036,,36810,1545.05712,1545.05712,1231.02112,314.036
36815,1570.18,1570.18,1256.144,314.036,,36815,1545.05712,1545.05712,1231.02112,314.036
36818,1807.27,1807.27,1445.816,361.454,,36818,1778.35368,1778.35368,1416.89968,361.454
36819,1807.27,1807.27,1445.816,361.454,,36819,1778.35368,1778.35368,1416.89968,361.454
36820,1807.27,1807.27,1445.816,361.454,,36820,1778.35368,1778.35368,1416.89968,361.454
36821,1807.27,1807.27,1445.816,361.454,,36821,1778.35368,1778.35368,1416.89968,361.454
36825,1807.27,1807.27,1445.816,361.454,,36825,1778.35368,1778.35368,1416.89968,361.454
36830,1807.27,1807.27,1445.816,361.454,,36830,1778.35368,1778.35368,1416.89968,361.454
36831,1807.27,1807.27,1445.816,361.454,,36831,1778.35368,1778.35368,1416.89968,361.454
36832,1807.27,1807.27,1445.816,361.454,,36832,1778.35368,1778.35368,1416.89968,361.454
36833,1807.27,1807.27,1445.816,361.454,,36833,1778.35368,1778.35368,1416.89968,361.454
36835,1570.18,1570.18,1256.144,314.036,,36835,1545.05712,1545.05712,1231.02112,314.036
36860,101.51,101.51,81.208,20.302,,36860,99.88584,99.88584,79.58384,20.302
36861,1570.18,1570.18,1256.144,314.036,,36861,1545.05712,1545.05712,1231.02112,314.036
36870,1703.03,1703.03,1362.424,340.606,,36870,1675.78152,1675.78152,1335.17552,340.606
37184,1807.27,1807.27,1445.816,361.454,,37184,1778.35368,1778.35368,1416.89968,361.454
37187,1807.27,1807.27,1445.816,361.454,,37187,1778.35368,1778.35368,1416.89968,361.454
37188,1807.27,1807.27,1445.816,361.454,,37188,1778.35368,1778.35368,1416.89968,361.454
37197,1296.22,1296.22,1036.976,259.244,,37197,1275.48048,1275.48048,1016.23648,259.244
37200,1296.22,1296.22,1036.976,259.244,,37200,1275.48048,1275.48048,1016.23648,259.244
37202,841.96,841.96,673.568,168.392,,37202,828.48864,828.48864,660.09664,168.392
37211,469.4,469.4,375.52,93.88,,37211,461.8896,461.8896,368.0096,93.88
37212,469.4,469.4,375.52,93.88,,37212,461.8896,461.8896,368.0096,93.88
37220,2436.4,2436.4,1949.12,487.28,,37220,2397.4176,2397.4176,1910.1376,487.28
37221,5037.9,5037.9,4030.32,1007.58,,37221,4957.2936,4957.2936,3949.7136,1007.58
37222,2436.4,2436.4,1949.12,487.28,,37222,2397.4176,2397.4176,1910.1376,487.28
37223,2436.4,2436.4,1949.12,487.28,,37223,2397.4176,2397.4176,1910.1376,487.28
37224,2436.4,2436.4,1949.12,487.28,,37224,2397.4176,2397.4176,1910.1376,487.28
37225,5037.9,5037.9,4030.32,1007.58,,37225,4957.2936,4957.2936,3949.7136,1007.58
37226,5037.9,5037.9,4030.32,1007.58,,37226,4957.2936,4957.2936,3949.7136,1007.58
37227,12174.38,12174.38,9739.504,2434.876,,37227,11979.58992,11979.58992,9544.71392,2434.876
37228,2436.4,2436.4,1949.12,487.28,,37228,2397.4176,2397.4176,1910.1376,487.28
37229,5037.9,5037.9,4030.32,1007.58,,37229,4957.2936,4957.2936,3949.7136,1007.58
37230,5037.9,5037.9,4030.32,1007.58,,37230,4957.2936,4957.2936,3949.7136,1007.58
37231,12174.38,12174.38,9739.504,2434.876,,37231,11979.58992,11979.58992,9544.71392,2434.876
37232,2436.4,2436.4,1949.12,487.28,,37232,2397.4176,2397.4176,1910.1376,487.28
37233,5037.9,5037.9,4030.32,1007.58,,37233,4957.2936,4957.2936,3949.7136,1007.58
37234,2436.4,2436.4,1949.12,487.28,,37234,2397.4176,2397.4176,1910.1376,487.28
37235,2436.4,2436.4,1949.12,487.28,,37235,2397.4176,2397.4176,1910.1376,487.28
37236,5037.9,5037.9,4030.32,1007.58,,37236,4957.2936,4957.2936,3949.7136,1007.58
37237,2436.4,2436.4,1949.12,487.28,,37237,2397.4176,2397.4176,1910.1376,487.28
37238,5037.9,5037.9,4030.32,1007.58,,37238,4957.2936,4957.2936,3949.7136,1007.58
37239,2436.4,2436.4,1949.12,487.28,,37239,2397.4176,2397.4176,1910.1376,487.28
37500,1181.68,1181.68,945.344,236.336,,37500,1162.77312,1162.77312,926.43712,236.336
37607,1181.68,1181.68,945.344,236.336,,37607,1162.77312,1162.77312,926.43712,236.336
37609,633.26,633.26,506.608,126.652,,37609,623.12784,623.12784,496.47584,126.652
37650,1181.68,1181.68,945.344,236.336,,37650,1162.77312,1162.77312,926.43712,236.336
37700,1181.68,1181.68,945.344,236.336,,37700,1162.77312,1162.77312,926.43712,236.336
37718,1181.68,1181.68,945.344,236.336,,37718,1162.77312,1162.77312,926.43712,236.336
37722,1181.68,1181.68,945.344,236.336,,37722,1162.77312,1162.77312,926.43712,236.336
37735,1181.68,1181.68,945.344,236.336,,37735,1162.77312,1162.77312,926.43712,236.336
37760,1181.68,1181.68,945.344,236.336,,37760,1162.77312,1162.77312,926.43712,236.336
37761,1181.68,1181.68,945.344,236.336,,37761,1162.77312,1162.77312,926.43712,236.336
37765,346.05,346.05,276.84,69.21,,37765,340.5132,340.5132,271.3032,69.21
37766,395.48,395.48,316.384,79.096,,37766,389.15232,389.15232,310.05632,79.096
37780,1181.68,1181.68,945.344,236.336,,37780,1162.77312,1162.77312,926.43712,236.336
37785,1181.68,1181.68,945.344,236.336,,37785,1162.77312,1162.77312,926.43712,236.336
37790,1201.69,1201.69,961.352,240.338,,37790,1182.46296,1182.46296,942.12496,240.338
38206,599.58,599.58,479.664,119.916,,38206,589.98672,589.98672,470.07072,119.916
38220,119.29,119.29,95.432,23.858,,38220,117.38136,117.38136,93.52336,23.858
38221,115.71,115.71,92.568,23.142,,38221,113.85864,113.85864,90.71664,23.142
38230,1693.54,1693.54,1354.832,338.708,,38230,1666.44336,1666.44336,1327.73536,338.708
38232,1693.54,1693.54,1354.832,338.708,,38232,1666.44336,1666.44336,1327.73536,338.708
38241,1693.54,1693.54,1354.832,338.708,,38241,1666.44336,1666.44336,1327.73536,338.708
38242,599.58,599.58,479.664,119.916,,38242,589.98672,589.98672,470.07072,119.916
38243,599.58,599.58,479.664,119.916,,38243,589.98672,589.98672,470.07072,119.916
38300,466.55,466.55,373.24,93.31,,38300,459.0852,459.0852,365.7752,93.31
38305,867.01,867.01,693.608,173.402,,38305,853.13784,853.13784,679.73584,173.402
38308,1119.73,1119.73,895.784,223.946,,38308,1101.81432,1101.81432,877.86832,223.946
38500,1119.73,1119.73,895.784,223.946,,38500,1101.81432,1101.81432,877.86832,223.946
38505,387.84,387.84,310.272,77.568,,38505,381.63456,381.63456,304.06656,77.568
38510,1119.73,1119.73,895.784,223.946,,38510,1101.81432,1101.81432,877.86832,223.946
38520,1119.73,1119.73,895.784,223.946,,38520,1101.81432,1101.81432,877.86832,223.946
38525,1119.73,1119.73,895.784,223.946,,38525,1101.81432,1101.81432,877.86832,223.946
38530,1119.73,1119.73,895.784,223.946,,38530,1101.81432,1101.81432,877.86832,223.946
38542,2195,2195,1756,439,,38542,2159.88,2159.88,1720.88,439
38550,1119.73,1119.73,895.784,223.946,,38550,1101.81432,1101.81432,877.86832,223.946
38555,1119.73,1119.73,895.784,223.946,,38555,1101.81432,1101.81432,877.86832,223.946
38570,2015.5,2015.5,1612.4,403.1,,38570,1983.252,1983.252,1580.152,403.1
38571,2963.97,2963.97,2371.176,592.794,,38571,2916.54648,2916.54648,2323.75248,592.794
38572,2015.5,2015.5,1612.4,403.1,,38572,1983.252,1983.252,1580.152,403.1
38700,1119.73,1119.73,895.784,223.946,,38700,1101.81432,1101.81432,877.86832,223.946
38740,2195,2195,1756,439,,38740,2159.88,2159.88,1720.88,439
38745,2195,2195,1756,439,,38745,2159.88,2159.88,1720.88,439
38760,1119.73,1119.73,895.784,223.946,,38760,1101.81432,1101.81432,877.86832,223.946
40490,79.88,79.88,63.904,15.976,,40490,78.60192,78.60192,62.62592,15.976
40500,672.75,672.75,538.2,134.55,,40500,661.986,661.986,527.436,134.55
40510,1027.11,1027.11,821.688,205.422,,40510,1010.67624,1010.67624,805.25424,205.422
40520,672.75,672.75,538.2,134.55,,40520,661.986,661.986,527.436,134.55
40525,1027.11,1027.11,821.688,205.422,,40525,1010.67624,1010.67624,805.25424,205.422
40527,1969.21,1969.21,1575.368,393.842,,40527,1937.70264,1937.70264,1543.86064,393.842
40530,1027.11,1027.11,821.688,205.422,,40530,1010.67624,1010.67624,805.25424,205.422
40650,301.15,301.15,240.92,60.23,,40650,296.3316,296.3316,236.1016,60.23
40652,301.15,301.15,240.92,60.23,,40652,296.3316,296.3316,236.1016,60.23
40654,301.15,301.15,240.92,60.23,,40654,296.3316,296.3316,236.1016,60.23
40700,1969.21,1969.21,1575.368,393.842,,40700,1937.70264,1937.70264,1543.86064,393.842
40701,1969.21,1969.21,1575.368,393.842,,40701,1937.70264,1937.70264,1543.86064,393.842
40702,1969.21,1969.21,1575.368,393.842,,40702,1937.70264,1937.70264,1543.86064,393.842
40720,1969.21,1969.21,1575.368,393.842,,40720,1937.70264,1937.70264,1543.86064,393.842
40761,1969.21,1969.21,1575.368,393.842,,40761,1937.70264,1937.70264,1543.86064,393.842
40800,88.2,88.2,70.56,17.64,,40800,86.7888,86.7888,69.1488,17.64
40801,301.15,301.15,240.92,60.23,,40801,296.3316,296.3316,236.1016,60.23
40804,54.28,54.28,43.424,10.856,,40804,53.41152,53.41152,42.55552,10.856
40805,289.09,289.09,231.272,57.818,,40805,284.46456,284.46456,226.64656,57.818
40806,123.95,123.95,99.16,24.79,,40806,121.9668,121.9668,97.1768,24.79
40808,144.23,144.23,115.384,28.846,,40808,141.92232,141.92232,113.07632,28.846
40810,159.77,159.77,127.816,31.954,,40810,157.21368,157.21368,125.25968,31.954
40812,203.12,203.12,162.496,40.624,,40812,199.87008,199.87008,159.24608,40.624
40814,1027.11,1027.11,821.688,205.422,,40814,1010.67624,1010.67624,805.25424,205.422
40816,1027.11,1027.11,821.688,205.422,,40816,1010.67624,1010.67624,805.25424,205.422
40818,144.23,144.23,115.384,28.846,,40818,141.92232,141.92232,113.07632,28.846
40819,672.75,672.75,538.2,134.55,,40819,661.986,661.986,527.436,134.55
40820,219.95,219.95,175.96,43.99,,40820,216.4308,216.4308,172.4408,43.99
40830,144.23,144.23,115.384,28.846,,40830,141.92232,141.92232,113.07632,28.846
40831,301.15,301.15,240.92,60.23,,40831,296.3316,296.3316,236.1016,60.23
40840,1027.11,1027.11,821.688,205.422,,40840,1010.67624,1010.67624,805.25424,205.422
40842,1969.21,1969.21,1575.368,393.842,,40842,1937.70264,1937.70264,1543.86064,393.842
40843,1027.11,1027.11,821.688,205.422,,40843,1010.67624,1010.67624,805.25424,205.422
40844,1969.21,1969.21,1575.368,393.842,,40844,1937.70264,1937.70264,1543.86064,393.842
40845,1969.21,1969.21,1575.368,393.842,,40845,1937.70264,1937.70264,1543.86064,393.842
41000,114.27,114.27,91.416,22.854,,41000,112.44168,112.44168,89.58768,22.854
41005,144.23,144.23,115.384,28.846,,41005,141.92232,141.92232,113.07632,28.846
41006,1027.11,1027.11,821.688,205.422,,41006,1010.67624,1010.67624,805.25424,205.422
41007,1027.11,1027.11,821.688,205.422,,41007,1010.67624,1010.67624,805.25424,205.422
41008,672.75,672.75,538.2,134.55,,41008,661.986,661.986,527.436,134.55
41009,144.23,144.23,115.384,28.846,,41009,141.92232,141.92232,113.07632,28.846
41010,301.15,301.15,240.92,60.23,,41010,296.3316,296.3316,236.1016,60.23
41015,144.23,144.23,115.384,28.846,,41015,141.92232,141.92232,113.07632,28.846
41016,1027.11,1027.11,821.688,205.422,,41016,1010.67624,1010.67624,805.25424,205.422
41017,672.75,672.75,538.2,134.55,,41017,661.986,661.986,527.436,134.55
41018,301.15,301.15,240.92,60.23,,41018,296.3316,296.3316,236.1016,60.23
41019,1027.11,1027.11,821.688,205.422,,41019,1010.67624,1010.67624,805.25424,205.422
41100,116.78,116.78,93.424,23.356,,41100,114.91152,114.91152,91.55552,23.356
41105,117.5,117.5,94,23.5,,41105,115.62,115.62,92.12,23.5
41108,109.26,109.26,87.408,21.852,,41108,107.51184,107.51184,85.65984,21.852
41110,158.34,158.34,126.672,31.668,,41110,155.80656,155.80656,124.13856,31.668
41112,672.75,672.75,538.2,134.55,,41112,661.986,661.986,527.436,134.55
41113,672.75,672.75,538.2,134.55,,41113,661.986,661.986,527.436,134.55
41114,1027.11,1027.11,821.688,205.422,,41114,1010.67624,1010.67624,805.25424,205.422
41115,184.85,184.85,147.88,36.97,,41115,181.8924,181.8924,144.9224,36.97
41116,1027.11,1027.11,821.688,205.422,,41116,1010.67624,1010.67624,805.25424,205.422
41120,1969.21,1969.21,1575.368,393.842,,41120,1937.70264,1937.70264,1543.86064,393.842
41250,46.47,46.47,37.176,9.294,,41250,45.72648,45.72648,36.43248,9.294
41251,144.23,144.23,115.384,28.846,,41251,141.92232,141.92232,113.07632,28.846
41252,301.15,301.15,240.92,60.23,,41252,296.3316,296.3316,236.1016,60.23
41500,672.75,672.75,538.2,134.55,,41500,661.986,661.986,527.436,134.55
41510,672.75,672.75,538.2,134.55,,41510,661.986,661.986,527.436,134.55
41512,1969.21,1969.21,1575.368,393.842,,41512,1937.70264,1937.70264,1543.86064,393.842
41520,1969.21,1969.21,1575.368,393.842,,41520,1937.70264,1937.70264,1543.86064,393.842
41530,1027.11,1027.11,821.688,205.422,,41530,1010.67624,1010.67624,805.25424,205.422
41800,88.2,88.2,70.56,17.64,,41800,86.7888,86.7888,69.1488,17.64
41805,215.3,215.3,172.24,43.06,,41805,211.8552,211.8552,168.7952,43.06
41806,255.42,255.42,204.336,51.084,,41806,251.33328,251.33328,200.24928,51.084
41820,1027.11,1027.11,821.688,205.422,,41820,1010.67624,1010.67624,805.25424,205.422
41821,301.15,301.15,240.92,60.23,,41821,296.3316,296.3316,236.1016,60.23
41822,205.26,205.26,164.208,41.052,,41822,201.97584,201.97584,160.92384,41.052
41823,293.39,293.39,234.712,58.678,,41823,288.69576,288.69576,230.01776,58.678
41825,162.64,162.64,130.112,32.528,,41825,160.03776,160.03776,127.50976,32.528
41826,228.91,228.91,183.128,45.782,,41826,225.24744,225.24744,179.46544,45.782
41827,1969.21,1969.21,1575.368,393.842,,41827,1937.70264,1937.70264,1543.86064,393.842
41828,192.01,192.01,153.608,38.402,,41828,188.93784,188.93784,150.53584,38.402
41830,269.39,269.39,215.512,53.878,,41830,265.07976,265.07976,211.20176,53.878
41850,1027.11,1027.11,821.688,205.422,,41850,1010.67624,1010.67624,805.25424,205.422
41870,1969.21,1969.21,1575.368,393.842,,41870,1937.70264,1937.70264,1543.86064,393.842
41872,250.76,250.76,200.608,50.152,,41872,246.74784,246.74784,196.59584,50.152
41874,260.79,260.79,208.632,52.158,,41874,256.61736,256.61736,204.45936,52.158
42000,144.23,144.23,115.384,28.846,,42000,141.92232,141.92232,113.07632,28.846
42100,101.02,101.02,80.816,20.204,,42100,99.40368,99.40368,79.19968,20.204
42104,156.55,156.55,125.24,31.31,,42104,154.0452,154.0452,122.7352,31.31
42106,197.03,197.03,157.624,39.406,,42106,193.87752,193.87752,154.47152,39.406
42107,1969.21,1969.21,1575.368,393.842,,42107,1937.70264,1937.70264,1543.86064,393.842
42120,1027.11,1027.11,821.688,205.422,,42120,1010.67624,1010.67624,805.25424,205.422
42140,672.75,672.75,538.2,134.55,,42140,661.986,661.986,527.436,134.55
42145,1969.21,1969.21,1575.368,393.842,,42145,1937.70264,1937.70264,1543.86064,393.842
42160,166.93,166.93,133.544,33.386,,42160,164.25912,164.25912,130.87312,33.386
42180,144.23,144.23,115.384,28.846,,42180,141.92232,141.92232,113.07632,28.846
42182,1027.11,1027.11,821.688,205.422,,42182,1010.67624,1010.67624,805.25424,205.422
42200,1969.21,1969.21,1575.368,393.842,,42200,1937.70264,1937.70264,1543.86064,393.842
42205,1969.21,1969.21,1575.368,393.842,,42205,1937.70264,1937.70264,1543.86064,393.842
42210,1969.21,1969.21,1575.368,393.842,,42210,1937.70264,1937.70264,1543.86064,393.842
42215,1969.21,1969.21,1575.368,393.842,,42215,1937.70264,1937.70264,1543.86064,393.842
42220,1969.21,1969.21,1575.368,393.842,,42220,1937.70264,1937.70264,1543.86064,393.842
42225,1969.21,1969.21,1575.368,393.842,,42225,1937.70264,1937.70264,1543.86064,393.842
42226,1969.21,1969.21,1575.368,393.842,,42226,1937.70264,1937.70264,1543.86064,393.842
42227,1969.21,1969.21,1575.368,393.842,,42227,1937.70264,1937.70264,1543.86064,393.842
42235,1969.21,1969.21,1575.368,393.842,,42235,1937.70264,1937.70264,1543.86064,393.842
42260,1027.11,1027.11,821.688,205.422,,42260,1010.67624,1010.67624,805.25424,205.422
42280,106.04,106.04,84.832,21.208,,42280,104.34336,104.34336,83.13536,21.208
42281,672.75,672.75,538.2,134.55,,42281,661.986,661.986,527.436,134.55
42300,301.15,301.15,240.92,60.23,,42300,296.3316,296.3316,236.1016,60.23
42305,1027.11,1027.11,821.688,205.422,,42305,1010.67624,1010.67624,805.25424,205.422
42310,144.23,144.23,115.384,28.846,,42310,141.92232,141.92232,113.07632,28.846
42320,144.23,144.23,115.384,28.846,,42320,141.92232,141.92232,113.07632,28.846
42330,150.1,150.1,120.08,30.02,,42330,147.6984,147.6984,117.6784,30.02
42335,252.91,252.91,202.328,50.582,,42335,248.86344,248.86344,198.28144,50.582
42340,672.75,672.75,538.2,134.55,,42340,661.986,661.986,527.436,134.55
42400,78.81,78.81,63.048,15.762,,42400,77.54904,77.54904,61.78704,15.762
42405,1027.11,1027.11,821.688,205.422,,42405,1010.67624,1010.67624,805.25424,205.422
42408,1027.11,1027.11,821.688,205.422,,42408,1010.67624,1010.67624,805.25424,205.422
42409,1027.11,1027.11,821.688,205.422,,42409,1010.67624,1010.67624,805.25424,205.422
42410,1969.21,1969.21,1575.368,393.842,,42410,1937.70264,1937.70264,1543.86064,393.842
42415,1969.21,1969.21,1575.368,393.842,,42415,1937.70264,1937.70264,1543.86064,393.842
42420,1969.21,1969.21,1575.368,393.842,,42420,1937.70264,1937.70264,1543.86064,393.842
42425,1969.21,1969.21,1575.368,393.842,,42425,1937.70264,1937.70264,1543.86064,393.842
42440,1969.21,1969.21,1575.368,393.842,,42440,1937.70264,1937.70264,1543.86064,393.842
42450,1969.21,1969.21,1575.368,393.842,,42450,1937.70264,1937.70264,1543.86064,393.842
42500,1027.11,1027.11,821.688,205.422,,42500,1010.67624,1010.67624,805.25424,205.422
42505,1969.21,1969.21,1575.368,393.842,,42505,1937.70264,1937.70264,1543.86064,393.842
42507,1969.21,1969.21,1575.368,393.842,,42507,1937.70264,1937.70264,1543.86064,393.842
42508,1027.11,1027.11,821.688,205.422,,42508,1010.67624,1010.67624,805.25424,205.422
42509,1969.21,1969.21,1575.368,393.842,,42509,1937.70264,1937.70264,1543.86064,393.842
42510,1969.21,1969.21,1575.368,393.842,,42510,1937.70264,1937.70264,1543.86064,393.842
42600,672.75,672.75,538.2,134.55,,42600,661.986,661.986,527.436,134.55
42650,56.24,56.24,44.992,11.248,,42650,55.34016,55.34016,44.09216,11.248
42660,80.96,80.96,64.768,16.192,,42660,79.66464,79.66464,63.47264,16.192
42665,1969.21,1969.21,1575.368,393.842,,42665,1937.70264,1937.70264,1543.86064,393.842
42700,144.23,144.23,115.384,28.846,,42700,141.92232,141.92232,113.07632,28.846
42720,672.75,672.75,538.2,134.55,,42720,661.986,661.986,527.436,134.55
42725,1969.21,1969.21,1575.368,393.842,,42725,1937.70264,1937.70264,1543.86064,393.842
42800,106.75,106.75,85.4,21.35,,42800,105.042,105.042,83.692,21.35
42804,672.75,672.75,538.2,134.55,,42804,661.986,661.986,527.436,134.55
42806,1027.11,1027.11,821.688,205.422,,42806,1010.67624,1010.67624,805.25424,205.422
42808,1027.11,1027.11,821.688,205.422,,42808,1010.67624,1010.67624,805.25424,205.422
42809,54.28,54.28,43.424,10.856,,42809,53.41152,53.41152,42.55552,10.856
42810,1027.11,1027.11,821.688,205.422,,42810,1010.67624,1010.67624,805.25424,205.422
42815,1969.21,1969.21,1575.368,393.842,,42815,1937.70264,1937.70264,1543.86064,393.842
42820,1027.11,1027.11,821.688,205.422,,42820,1010.67624,1010.67624,805.25424,205.422
42821,1027.11,1027.11,821.688,205.422,,42821,1010.67624,1010.67624,805.25424,205.422
42825,1969.21,1969.21,1575.368,393.842,,42825,1937.70264,1937.70264,1543.86064,393.842
42826,1027.11,1027.11,821.688,205.422,,42826,1010.67624,1010.67624,805.25424,205.422
42830,1969.21,1969.21,1575.368,393.842,,42830,1937.70264,1937.70264,1543.86064,393.842
42831,1027.11,1027.11,821.688,205.422,,42831,1010.67624,1010.67624,805.25424,205.422
42835,1027.11,1027.11,821.688,205.422,,42835,1010.67624,1010.67624,805.25424,205.422
42836,1027.11,1027.11,821.688,205.422,,42836,1010.67624,1010.67624,805.25424,205.422
42860,1969.21,1969.21,1575.368,393.842,,42860,1937.70264,1937.70264,1543.86064,393.842
42870,1027.11,1027.11,821.688,205.422,,42870,1010.67624,1010.67624,805.25424,205.422
42890,1969.21,1969.21,1575.368,393.842,,42890,1937.70264,1937.70264,1543.86064,393.842
42892,1969.21,1969.21,1575.368,393.842,,42892,1937.70264,1937.70264,1543.86064,393.842
42900,1027.11,1027.11,821.688,205.422,,42900,1010.67624,1010.67624,805.25424,205.422
42950,1969.21,1969.21,1575.368,393.842,,42950,1937.70264,1937.70264,1543.86064,393.842
42955,1027.11,1027.11,821.688,205.422,,42955,1010.67624,1010.67624,805.25424,205.422
42960,46.47,46.47,37.176,9.294,,42960,45.72648,45.72648,36.43248,9.294
42962,1027.11,1027.11,821.688,205.422,,42962,1010.67624,1010.67624,805.25424,205.422
42970,46.47,46.47,37.176,9.294,,42970,45.72648,45.72648,36.43248,9.294
42972,672.75,672.75,538.2,134.55,,42972,661.986,661.986,527.436,134.55
43030,1969.21,1969.21,1575.368,393.842,,43030,1937.70264,1937.70264,1543.86064,393.842
43130,1969.21,1969.21,1575.368,393.842,,43130,1937.70264,1937.70264,1543.86064,393.842
43191,370.38,370.38,296.304,74.076,,43191,364.45392,364.45392,290.37792,74.076
43192,559.63,559.63,447.704,111.926,,43192,550.67592,550.67592,438.74992,111.926
43193,559.63,559.63,447.704,111.926,,43193,550.67592,550.67592,438.74992,111.926
43194,559.63,559.63,447.704,111.926,,43194,550.67592,550.67592,438.74992,111.926
43195,559.63,559.63,447.704,111.926,,43195,550.67592,550.67592,438.74992,111.926
43196,559.63,559.63,447.704,111.926,,43196,550.67592,550.67592,438.74992,111.926
43197,370.38,370.38,296.304,74.076,,43197,364.45392,364.45392,290.37792,74.076
43198,370.38,370.38,296.304,74.076,,43198,364.45392,364.45392,290.37792,74.076
43200,370.38,370.38,296.304,74.076,,43200,364.45392,364.45392,290.37792,74.076
43201,559.63,559.63,447.704,111.926,,43201,550.67592,550.67592,438.74992,111.926
43202,370.38,370.38,296.304,74.076,,43202,364.45392,364.45392,290.37792,74.076
43204,370.38,370.38,296.304,74.076,,43204,364.45392,364.45392,290.37792,74.076
43205,559.63,559.63,447.704,111.926,,43205,550.67592,550.67592,438.74992,111.926
43206,559.63,559.63,447.704,111.926,,43206,550.67592,550.67592,438.74992,111.926
43211,370.38,370.38,296.304,74.076,,43211,364.45392,364.45392,290.37792,74.076
43212,1310.01,1310.01,1048.008,262.002,,43212,1289.04984,1289.04984,1027.04784,262.002
43213,559.63,559.63,447.704,111.926,,43213,550.67592,550.67592,438.74992,111.926
43214,559.63,559.63,447.704,111.926,,43214,550.67592,550.67592,438.74992,111.926
43215,559.63,559.63,447.704,111.926,,43215,550.67592,550.67592,438.74992,111.926
43216,1087.57,1087.57,870.056,217.514,,43216,1070.16888,1070.16888,852.65488,217.514
43217,559.63,559.63,447.704,111.926,,43217,550.67592,550.67592,438.74992,111.926
43220,559.63,559.63,447.704,111.926,,43220,550.67592,550.67592,438.74992,111.926
43226,559.63,559.63,447.704,111.926,,43226,550.67592,550.67592,438.74992,111.926
43227,559.63,559.63,447.704,111.926,,43227,550.67592,550.67592,438.74992,111.926
43229,1087.57,1087.57,870.056,217.514,,43229,1070.16888,1070.16888,852.65488,217.514
43231,559.63,559.63,447.704,111.926,,43231,550.67592,550.67592,438.74992,111.926
43232,559.63,559.63,447.704,111.926,,43232,550.67592,550.67592,438.74992,111.926
43233,559.63,559.63,447.704,111.926,,43233,550.67592,550.67592,438.74992,111.926
43235,370.38,370.38,296.304,74.076,,43235,364.45392,364.45392,290.37792,74.076
43236,370.38,370.38,296.304,74.076,,43236,364.45392,364.45392,290.37792,74.076
43237,559.63,559.63,447.704,111.926,,43237,550.67592,550.67592,438.74992,111.926
43238,559.63,559.63,447.704,111.926,,43238,550.67592,550.67592,438.74992,111.926
43239,370.38,370.38,296.304,74.076,,43239,364.45392,364.45392,290.37792,74.076
43240,559.63,559.63,447.704,111.926,,43240,550.67592,550.67592,438.74992,111.926
43241,370.38,370.38,296.304,74.076,,43241,364.45392,364.45392,290.37792,74.076
43242,559.63,559.63,447.704,111.926,,43242,550.67592,550.67592,438.74992,111.926
43243,370.38,370.38,296.304,74.076,,43243,364.45392,364.45392,290.37792,74.076
43244,559.63,559.63,447.704,111.926,,43244,550.67592,550.67592,438.74992,111.926
43245,559.63,559.63,447.704,111.926,,43245,550.67592,550.67592,438.74992,111.926
43246,559.63,559.63,447.704,111.926,,43246,550.67592,550.67592,438.74992,111.926
43247,370.38,370.38,296.304,74.076,,43247,364.45392,364.45392,290.37792,74.076
43248,370.38,370.38,296.304,74.076,,43248,364.45392,364.45392,290.37792,74.076
43249,559.63,559.63,447.704,111.926,,43249,550.67592,550.67592,438.74992,111.926
43250,559.63,559.63,447.704,111.926,,43250,550.67592,550.67592,438.74992,111.926
43251,559.63,559.63,447.704,111.926,,43251,550.67592,550.67592,438.74992,111.926
43252,559.63,559.63,447.704,111.926,,43252,550.67592,550.67592,438.74992,111.926
43253,559.63,559.63,447.704,111.926,,43253,550.67592,550.67592,438.74992,111.926
43254,370.38,370.38,296.304,74.076,,43254,364.45392,364.45392,290.37792,74.076
43255,559.63,559.63,447.704,111.926,,43255,550.67592,550.67592,438.74992,111.926
43257,1087.57,1087.57,870.056,217.514,,43257,1070.16888,1070.16888,852.65488,217.514
43259,559.63,559.63,447.704,111.926,,43259,550.67592,550.67592,438.74992,111.926
43260,1068.21,1068.21,854.568,213.642,,43260,1051.11864,1051.11864,837.47664,213.642
43261,1068.21,1068.21,854.568,213.642,,43261,1051.11864,1051.11864,837.47664,213.642
43262,1068.21,1068.21,854.568,213.642,,43262,1051.11864,1051.11864,837.47664,213.642
43263,1068.21,1068.21,854.568,213.642,,43263,1051.11864,1051.11864,837.47664,213.642
43264,1068.21,1068.21,854.568,213.642,,43264,1051.11864,1051.11864,837.47664,213.642
43265,1068.21,1068.21,854.568,213.642,,43265,1051.11864,1051.11864,837.47664,213.642
43266,1310.01,1310.01,1048.008,262.002,,43266,1289.04984,1289.04984,1027.04784,262.002
