Published Rates,,,,,,Sequestration Reduction Applied,,,,
CPT,Final National ASC Rate,Final Local ASC Rate,Local Medicare Pays,Local Patient,,CPT,Final National ASC Rate,Final Local ASC Rate,Local Medicare Pays,Local Patient
43270,559.63,559.63,447.704,111.926,,43270,550.67592,550.67592,438.74992,111.926
43274,1068.21,1068.21,854.568,213.642,,43274,1051.11864,1051.11864,837.47664,213.642
43275,1068.21,1068.21,854.568,213.642,,43275,1051.11864,1051.11864,837.47664,213.642
43276,1068.21,1068.21,854.568,213.642,,43276,1051.11864,1051.11864,837.47664,213.642
43277,1068.21,1068.21,854.568,213.642,,43277,1051.11864,1051.11864,837.47664,213.642
43278,1068.21,1068.21,854.568,213.642,,43278,1051.11864,1051.11864,837.47664,213.642
43450,370.38,370.38,296.304,74.076,,43450,364.45392,364.45392,290.37792,74.076
43453,559.63,559.63,447.704,111.926,,43453,550.67592,550.67592,438.74992,111.926
43653,2015.5,2015.5,1612.4,403.1,,43653,1983.252,1983.252,1580.152,403.1
43752,83.54,83.54,66.832,16.708,,43752,82.20336,82.20336,65.49536,16.708
43753,54.28,54.28,43.424,10.856,,43753,53.41152,53.41152,42.55552,10.856
43754,54.28,54.28,43.424,10.856,,43754,53.41152,53.41152,42.55552,10.856
43755,72.4,72.4,57.92,14.48,,43755,71.2416,71.2416,56.7616,14.48
43756,86.55,86.55,69.24,17.31,,43756,85.1652,85.1652,67.8552,17.31
43757,86.55,86.55,69.24,17.31,,43757,85.1652,85.1652,67.8552,17.31
43760,101.51,101.51,81.208,20.302,,43760,99.88584,99.88584,79.58384,20.302
43761,370.38,370.38,296.304,74.076,,43761,364.45392,364.45392,290.37792,74.076
43870,1087.57,1087.57,870.056,217.514,,43870,1070.16888,1070.16888,852.65488,217.514
43886,1248.73,1248.73,998.984,249.746,,43886,1228.75032,1228.75032,979.00432,249.746
43887,757.47,757.47,605.976,151.494,,43887,745.35048,745.35048,593.85648,151.494
43888,1248.73,1248.73,998.984,249.746,,43888,1228.75032,1228.75032,979.00432,249.746
44100,559.63,559.63,447.704,111.926,,44100,550.67592,550.67592,438.74992,111.926
44312,1248.73,1248.73,998.984,249.746,,44312,1228.75032,1228.75032,979.00432,249.746
44340,1248.73,1248.73,998.984,249.746,,44340,1228.75032,1228.75032,979.00432,249.746
44360,462.47,462.47,369.976,92.494,,44360,455.07048,455.07048,362.57648,92.494
44361,462.47,462.47,369.976,92.494,,44361,455.07048,455.07048,362.57648,92.494
44363,462.47,462.47,369.976,92.494,,44363,455.07048,455.07048,362.57648,92.494
44364,681.16,681.16,544.928,136.232,,44364,670.26144,670.26144,534.02944,136.232
44365,681.16,681.16,544.928,136.232,,44365,670.26144,670.26144,534.02944,136.232
44366,681.16,681.16,544.928,136.232,,44366,670.26144,670.26144,534.02944,136.232
44369,681.16,681.16,544.928,136.232,,44369,670.26144,670.26144,534.02944,136.232
44370,1310.01,1310.01,1048.008,262.002,,44370,1289.04984,1289.04984,1027.04784,262.002
44372,681.16,681.16,544.928,136.232,,44372,670.26144,670.26144,534.02944,136.232
44373,681.16,681.16,544.928,136.232,,44373,670.26144,670.26144,534.02944,136.232
44376,462.47,462.47,369.976,92.494,,44376,455.07048,455.07048,362.57648,92.494
44377,681.16,681.16,544.928,136.232,,44377,670.26144,670.26144,534.02944,136.232
44378,681.16,681.16,544.928,136.232,,44378,670.26144,670.26144,534.02944,136.232
44379,1310.01,1310.01,1048.008,262.002,,44379,1289.04984,1289.04984,1027.04784,262.002
44380,462.47,462.47,369.976,92.494,,44380,455.07048,455.07048,362.57648,92.494
44382,462.47,462.47,369.976,92.494,,44382,455.07048,455.07048,362.57648,92.494
44383,1310.01,1310.01,1048.008,262.002,,44383,1289.04984,1289.04984,1027.04784,262.002
44385,407.05,407.05,325.64,81.41,,44385,400.5372,400.5372,319.1272,81.41
44386,407.05,407.05,325.64,81.41,,44386,400.5372,400.5372,319.1272,81.41
44388,407.05,407.05,325.64,81.41,,44388,400.5372,400.5372,319.1272,81.41
44389,407.05,407.05,325.64,81.41,,44389,400.5372,400.5372,319.1272,81.41
44390,407.05,407.05,325.64,81.41,,44390,400.5372,400.5372,319.1272,81.41
44391,407.05,407.05,325.64,81.41,,44391,400.5372,400.5372,319.1272,81.41
44392,407.05,407.05,325.64,81.41,,44392,400.5372,400.5372,319.1272,81.41
44393,407.05,407.05,325.64,81.41,,44393,400.5372,400.5372,319.1272,81.41
44394,407.05,407.05,325.64,81.41,,44394,400.5372,400.5372,319.1272,81.41
44397,1310.01,1310.01,1048.008,262.002,,44397,1289.04984,1289.04984,1027.04784,262.002
44500,257.7,257.7,206.16,51.54,,44500,253.5768,253.5768,202.0368,51.54
45000,1054.69,1054.69,843.752,210.938,,45000,1037.81496,1037.81496,826.87696,210.938
45005,784.4,784.4,627.52,156.88,,45005,771.8496,771.8496,614.9696,156.88
45020,784.4,784.4,627.52,156.88,,45020,771.8496,771.8496,614.9696,156.88
45100,784.4,784.4,627.52,156.88,,45100,771.8496,771.8496,614.9696,156.88
45108,1054.69,1054.69,843.752,210.938,,45108,1037.81496,1037.81496,826.87696,210.938
45150,1054.69,1054.69,843.752,210.938,,45150,1037.81496,1037.81496,826.87696,210.938
45160,1054.69,1054.69,843.752,210.938,,45160,1037.81496,1037.81496,826.87696,210.938
45171,1054.69,1054.69,843.752,210.938,,45171,1037.81496,1037.81496,826.87696,210.938
45172,1381.77,1381.77,1105.416,276.354,,45172,1359.66168,1359.66168,1083.30768,276.354
45190,1054.69,1054.69,843.752,210.938,,45190,1037.81496,1037.81496,826.87696,210.938
45300,92.06,92.06,73.648,18.412,,45300,90.58704,90.58704,72.17504,18.412
45303,430.53,430.53,344.424,86.106,,45303,423.64152,423.64152,337.53552,86.106
45305,430.53,430.53,344.424,86.106,,45305,423.64152,423.64152,337.53552,86.106
45307,915.43,915.43,732.344,183.086,,45307,900.78312,900.78312,717.69712,183.086
45308,430.53,430.53,344.424,86.106,,45308,423.64152,423.64152,337.53552,86.106
45309,430.53,430.53,344.424,86.106,,45309,423.64152,423.64152,337.53552,86.106
45315,430.53,430.53,344.424,86.106,,45315,423.64152,423.64152,337.53552,86.106
45317,430.53,430.53,344.424,86.106,,45317,423.64152,423.64152,337.53552,86.106
45320,915.43,915.43,732.344,183.086,,45320,900.78312,900.78312,717.69712,183.086
45321,915.43,915.43,732.344,183.086,,45321,900.78312,900.78312,717.69712,183.086
45327,1310.01,1310.01,1048.008,262.002,,45327,1289.04984,1289.04984,1027.04784,262.002
45330,99.23,99.23,79.384,19.846,,45330,97.64232,97.64232,77.79632,19.846
45331,254.67,254.67,203.736,50.934,,45331,250.59528,250.59528,199.66128,50.934
45332,430.53,430.53,344.424,86.106,,45332,423.64152,423.64152,337.53552,86.106
45333,254.67,254.67,203.736,50.934,,45333,250.59528,250.59528,199.66128,50.934
45334,430.53,430.53,344.424,86.106,,45334,423.64152,423.64152,337.53552,86.106
45335,254.67,254.67,203.736,50.934,,45335,250.59528,250.59528,199.66128,50.934
45337,430.53,430.53,344.424,86.106,,45337,423.64152,423.64152,337.53552,86.106
45338,430.53,430.53,344.424,86.106,,45338,423.64152,423.64152,337.53552,86.106
45339,430.53,430.53,344.424,86.106,,45339,423.64152,423.64152,337.53552,86.106
45340,430.53,430.53,344.424,86.106,,45340,423.64152,423.64152,337.53552,86.106
45341,430.53,430.53,344.424,86.106,,45341,423.64152,423.64152,337.53552,86.106
45342,430.53,430.53,344.424,86.106,,45342,423.64152,423.64152,337.53552,86.106
45345,1310.01,1310.01,1048.008,262.002,,45345,1289.04984,1289.04984,1027.04784,262.002
45355,407.05,407.05,325.64,81.41,,45355,400.5372,400.5372,319.1272,81.41
45378,407.05,407.05,325.64,81.41,,45378,400.5372,400.5372,319.1272,81.41
45379,407.05,407.05,325.64,81.41,,45379,400.5372,400.5372,319.1272,81.41
45380,407.05,407.05,325.64,81.41,,45380,400.5372,400.5372,319.1272,81.41
45381,407.05,407.05,325.64,81.41,,45381,400.5372,400.5372,319.1272,81.41
45382,407.05,407.05,325.64,81.41,,45382,400.5372,400.5372,319.1272,81.41
45383,407.05,407.05,325.64,81.41,,45383,400.5372,400.5372,319.1272,81.41
45384,407.05,407.05,325.64,81.41,,45384,400.5372,400.5372,319.1272,81.41
45385,407.05,407.05,325.64,81.41,,45385,400.5372,400.5372,319.1272,81.41
45386,407.05,407.05,325.64,81.41,,45386,400.5372,400.5372,319.1272,81.41
45387,1310.01,1310.01,1048.008,262.002,,45387,1289.04984,1289.04984,1027.04784,262.002
45391,407.05,407.05,325.64,81.41,,45391,400.5372,400.5372,319.1272,81.41
45392,407.05,407.05,325.64,81.41,,45392,400.5372,400.5372,319.1272,81.41
45500,1054.69,1054.69,843.752,210.938,,45500,1037.81496,1037.81496,826.87696,210.938
45505,1381.77,1381.77,1105.416,276.354,,45505,1359.66168,1359.66168,1083.30768,276.354
45520,81.42,81.42,65.136,16.284,,45520,80.11728,80.11728,63.83328,16.284
45541,1381.77,1381.77,1105.416,276.354,,45541,1359.66168,1359.66168,1083.30768,276.354
45560,1381.77,1381.77,1105.416,276.354,,45560,1359.66168,1359.66168,1083.30768,276.354
45900,261.22,261.22,208.976,52.244,,45900,257.04048,257.04048,204.79648,52.244
45905,784.4,784.4,627.52,156.88,,45905,771.8496,771.8496,614.9696,156.88
45910,784.4,784.4,627.52,156.88,,45910,771.8496,771.8496,614.9696,156.88
45915,784.4,784.4,627.52,156.88,,45915,771.8496,771.8496,614.9696,156.88
45990,784.4,784.4,627.52,156.88,,45990,771.8496,771.8496,614.9696,156.88
46020,1054.69,1054.69,843.752,210.938,,46020,1037.81496,1037.81496,826.87696,210.938
46030,261.22,261.22,208.976,52.244,,46030,257.04048,257.04048,204.79648,52.244
46040,784.4,784.4,627.52,156.88,,46040,771.8496,771.8496,614.9696,156.88
46045,1054.69,1054.69,843.752,210.938,,46045,1037.81496,1037.81496,826.87696,210.938
46050,261.22,261.22,208.976,52.244,,46050,257.04048,257.04048,204.79648,52.244
46060,784.4,784.4,627.52,156.88,,46060,771.8496,771.8496,614.9696,156.88
46070,784.4,784.4,627.52,156.88,,46070,771.8496,771.8496,614.9696,156.88
46080,784.4,784.4,627.52,156.88,,46080,771.8496,771.8496,614.9696,156.88
46083,116.62,116.62,93.296,23.324,,46083,114.75408,114.75408,91.43008,23.324
46200,1054.69,1054.69,843.752,210.938,,46200,1037.81496,1037.81496,826.87696,210.938
46220,784.4,784.4,627.52,156.88,,46220,771.8496,771.8496,614.9696,156.88
46221,173.74,173.74,138.992,34.748,,46221,170.96016,170.96016,136.21216,34.748
46230,784.4,784.4,627.52,156.88,,46230,771.8496,771.8496,614.9696,156.88
46250,1054.69,1054.69,843.752,210.938,,46250,1037.81496,1037.81496,826.87696,210.938
46255,1054.69,1054.69,843.752,210.938,,46255,1037.81496,1037.81496,826.87696,210.938
46257,1054.69,1054.69,843.752,210.938,,46257,1037.81496,1037.81496,826.87696,210.938
46258,1054.69,1054.69,843.752,210.938,,46258,1037.81496,1037.81496,826.87696,210.938
46260,1054.69,1054.69,843.752,210.938,,46260,1037.81496,1037.81496,826.87696,210.938
46261,1054.69,1054.69,843.752,210.938,,46261,1037.81496,1037.81496,826.87696,210.938
46262,1054.69,1054.69,843.752,210.938,,46262,1037.81496,1037.81496,826.87696,210.938
46270,1054.69,1054.69,843.752,210.938,,46270,1037.81496,1037.81496,826.87696,210.938
46275,1054.69,1054.69,843.752,210.938,,46275,1037.81496,1037.81496,826.87696,210.938
46280,1054.69,1054.69,843.752,210.938,,46280,1037.81496,1037.81496,826.87696,210.938
46285,1054.69,1054.69,843.752,210.938,,46285,1037.81496,1037.81496,826.87696,210.938
46288,1381.77,1381.77,1105.416,276.354,,46288,1359.66168,1359.66168,1083.30768,276.354
46320,117.5,117.5,94,23.5,,46320,115.62,115.62,92.12,23.5
46500,171.59,171.59,137.272,34.318,,46500,168.84456,168.84456,134.52656,34.318
46505,784.4,784.4,627.52,156.88,,46505,771.8496,771.8496,614.9696,156.88
46600,54.28,54.28,43.424,10.856,,46600,53.41152,53.41152,42.55552,10.856
46604,430.53,430.53,344.424,86.106,,46604,423.64152,423.64152,337.53552,86.106
46606,179.11,179.11,143.288,35.822,,46606,176.24424,176.24424,140.42224,35.822
46608,430.53,430.53,344.424,86.106,,46608,423.64152,423.64152,337.53552,86.106
46610,915.43,915.43,732.344,183.086,,46610,900.78312,900.78312,717.69712,183.086
46611,430.53,430.53,344.424,86.106,,46611,423.64152,423.64152,337.53552,86.106
46612,915.43,915.43,732.344,183.086,,46612,900.78312,900.78312,717.69712,183.086
46614,89.56,89.56,71.648,17.912,,46614,88.12704,88.12704,70.21504,17.912
46615,915.43,915.43,732.344,183.086,,46615,900.78312,900.78312,717.69712,183.086
46700,1054.69,1054.69,843.752,210.938,,46700,1037.81496,1037.81496,826.87696,210.938
46706,1054.69,1054.69,843.752,210.938,,46706,1037.81496,1037.81496,826.87696,210.938
46707,1381.77,1381.77,1105.416,276.354,,46707,1359.66168,1359.66168,1083.30768,276.354
46750,1381.77,1381.77,1105.416,276.354,,46750,1359.66168,1359.66168,1083.30768,276.354
46753,1054.69,1054.69,843.752,210.938,,46753,1037.81496,1037.81496,826.87696,210.938
46754,784.4,784.4,627.52,156.88,,46754,771.8496,771.8496,614.9696,156.88
46760,1381.77,1381.77,1105.416,276.354,,46760,1359.66168,1359.66168,1083.30768,276.354
46761,1381.77,1381.77,1105.416,276.354,,46761,1359.66168,1359.66168,1083.30768,276.354
46762,1381.77,1381.77,1105.416,276.354,,46762,1359.66168,1359.66168,1083.30768,276.354
46900,151.81,151.81,121.448,30.362,,46900,149.38104,149.38104,119.01904,30.362
46910,178.76,178.76,143.008,35.752,,46910,175.89984,175.89984,140.14784,35.752
46916,81.42,81.42,65.136,16.284,,46916,80.11728,80.11728,63.83328,16.284
46917,834.75,834.75,667.8,166.95,,46917,821.394,821.394,654.444,166.95
46922,834.75,834.75,667.8,166.95,,46922,821.394,821.394,654.444,166.95
46924,834.75,834.75,667.8,166.95,,46924,821.394,821.394,654.444,166.95
46930,140.78,140.78,112.624,28.156,,46930,138.52752,138.52752,110.37152,28.156
46940,136.48,136.48,109.184,27.296,,46940,134.29632,134.29632,107.00032,27.296
46942,136.13,136.13,108.904,27.226,,46942,133.95192,133.95192,106.72592,27.226
46945,215.65,215.65,172.52,43.13,,46945,212.1996,212.1996,169.0696,43.13
46946,1054.69,1054.69,843.752,210.938,,46946,1037.81496,1037.81496,826.87696,210.938
46947,1381.77,1381.77,1105.416,276.354,,46947,1359.66168,1359.66168,1083.30768,276.354
47000,418.6,418.6,334.88,83.72,,47000,411.9024,411.9024,328.1824,83.72
47382,2268.34,2268.34,1814.672,453.668,,47382,2232.04656,2232.04656,1778.37856,453.668
47510,987.93,987.93,790.344,197.586,,47510,972.12312,972.12312,774.53712,197.586
47511,2268.34,2268.34,1814.672,453.668,,47511,2232.04656,2232.04656,1778.37856,453.668
47525,721.57,721.57,577.256,144.314,,47525,710.02488,710.02488,565.71088,144.314
47530,721.57,721.57,577.256,144.314,,47530,710.02488,710.02488,565.71088,144.314
47552,987.93,987.93,790.344,197.586,,47552,972.12312,972.12312,774.53712,197.586
47553,2268.34,2268.34,1814.672,453.668,,47553,2232.04656,2232.04656,1778.37856,453.668
47554,987.93,987.93,790.344,197.586,,47554,972.12312,972.12312,774.53712,197.586
47555,987.93,987.93,790.344,197.586,,47555,972.12312,972.12312,774.53712,197.586
47556,2268.34,2268.34,1814.672,453.668,,47556,2232.04656,2232.04656,1778.37856,453.668
47560,1619.13,1619.13,1295.304,323.826,,47560,1593.22392,1593.22392,1269.39792,323.826
47561,1619.13,1619.13,1295.304,323.826,,47561,1593.22392,1593.22392,1269.39792,323.826
47562,2015.5,2015.5,1612.4,403.1,,47562,1983.252,1983.252,1580.152,403.1
47563,2015.5,2015.5,1612.4,403.1,,47563,1983.252,1983.252,1580.152,403.1
47564,2015.5,2015.5,1612.4,403.1,,47564,1983.252,1983.252,1580.152,403.1
47630,987.93,987.93,790.344,197.586,,47630,972.12312,972.12312,774.53712,197.586
48102,418.6,418.6,334.88,83.72,,48102,411.9024,411.9024,328.1824,83.72
49082,268.03,268.03,214.424,53.606,,49082,263.74152,263.74152,210.13552,53.606
49083,268.03,268.03,214.424,53.606,,49083,263.74152,263.74152,210.13552,53.606
49084,268.03,268.03,214.424,53.606,,49084,263.74152,263.74152,210.13552,53.606
49180,418.6,418.6,334.88,83.72,,49180,411.9024,411.9024,328.1824,83.72
49250,1014.46,1014.46,811.568,202.892,,49250,998.22864,998.22864,795.33664,202.892
49320,1619.13,1619.13,1295.304,323.826,,49320,1593.22392,1593.22392,1269.39792,323.826
49321,1619.13,1619.13,1295.304,323.826,,49321,1593.22392,1593.22392,1269.39792,323.826
49322,1619.13,1619.13,1295.304,323.826,,49322,1593.22392,1593.22392,1269.39792,323.826
49324,1619.13,1619.13,1295.304,323.826,,49324,1593.22392,1593.22392,1269.39792,323.826
49325,1619.13,1619.13,1295.304,323.826,,49325,1593.22392,1593.22392,1269.39792,323.826
49402,1014.46,1014.46,811.568,202.892,,49402,998.22864,998.22864,795.33664,202.892
49407,418.6,418.6,334.88,83.72,,49407,411.9024,411.9024,328.1824,83.72
49411,387.96,387.96,310.368,77.592,,49411,381.75264,381.75264,304.16064,77.592
49418,1335.12,1335.12,1068.096,267.024,,49418,1313.75808,1313.75808,1046.73408,267.024
49419,1570.18,1570.18,1256.144,314.036,,49419,1545.05712,1545.05712,1231.02112,314.036
49421,1335.12,1335.12,1068.096,267.024,,49421,1313.75808,1313.75808,1046.73408,267.024
49422,841.96,841.96,673.568,168.392,,49422,828.48864,828.48864,660.09664,168.392
49423,721.57,721.57,577.256,144.314,,49423,710.02488,710.02488,565.71088,144.314
49426,1014.46,1014.46,811.568,202.892,,49426,998.22864,998.22864,795.33664,202.892
49429,841.96,841.96,673.568,168.392,,49429,828.48864,828.48864,660.09664,168.392
49435,721.57,721.57,577.256,144.314,,49435,710.02488,710.02488,565.71088,144.314
49436,721.57,721.57,577.256,144.314,,49436,710.02488,710.02488,565.71088,144.314
49440,559.63,559.63,447.704,111.926,,49440,550.67592,550.67592,438.74992,111.926
49441,559.63,559.63,447.704,111.926,,49441,550.67592,550.67592,438.74992,111.926
49442,784.4,784.4,627.52,156.88,,49442,771.8496,771.8496,614.9696,156.88
49446,559.63,559.63,447.704,111.926,,49446,550.67592,550.67592,438.74992,111.926
49450,257.7,257.7,206.16,51.54,,49450,253.5768,253.5768,202.0368,51.54
49451,257.7,257.7,206.16,51.54,,49451,253.5768,253.5768,202.0368,51.54
49452,257.7,257.7,206.16,51.54,,49452,253.5768,253.5768,202.0368,51.54
49460,257.7,257.7,206.16,51.54,,49460,253.5768,253.5768,202.0368,51.54
49495,1436.09,1436.09,1148.872,287.218,,49495,1413.11256,1413.11256,1125.89456,287.218
49496,1436.09,1436.09,1148.872,287.218,,49496,1413.11256,1413.11256,1125.89456,287.218
49500,1436.09,1436.09,1148.872,287.218,,49500,1413.11256,1413.11256,1125.89456,287.218
49501,1436.09,1436.09,1148.872,287.218,,49501,1413.11256,1413.11256,1125.89456,287.218
49505,1436.09,1436.09,1148.872,287.218,,49505,1413.11256,1413.11256,1125.89456,287.218
49507,1436.09,1436.09,1148.872,287.218,,49507,1413.11256,1413.11256,1125.89456,287.218
49520,1436.09,1436.09,1148.872,287.218,,49520,1413.11256,1413.11256,1125.89456,287.218
49521,1436.09,1436.09,1148.872,287.218,,49521,1413.11256,1413.11256,1125.89456,287.218
49525,1436.09,1436.09,1148.872,287.218,,49525,1413.11256,1413.11256,1125.89456,287.218
49540,1436.09,1436.09,1148.872,287.218,,49540,1413.11256,1413.11256,1125.89456,287.218
49550,1436.09,1436.09,1148.872,287.218,,49550,1413.11256,1413.11256,1125.89456,287.218
49553,1436.09,1436.09,1148.872,287.218,,49553,1413.11256,1413.11256,1125.89456,287.218
49555,1436.09,1436.09,1148.872,287.218,,49555,1413.11256,1413.11256,1125.89456,287.218
49557,1436.09,1436.09,1148.872,287.218,,49557,1413.11256,1413.11256,1125.89456,287.218
49560,1436.09,1436.09,1148.872,287.218,,49560,1413.11256,1413.11256,1125.89456,287.218
49561,1436.09,1436.09,1148.872,287.218,,49561,1413.11256,1413.11256,1125.89456,287.218
49565,1436.09,1436.09,1148.872,287.218,,49565,1413.11256,1413.11256,1125.89456,287.218
49566,1436.09,1436.09,1148.872,287.218,,49566,1413.11256,1413.11256,1125.89456,287.218
49570,1436.09,1436.09,1148.872,287.218,,49570,1413.11256,1413.11256,1125.89456,287.218
49572,1436.09,1436.09,1148.872,287.218,,49572,1413.11256,1413.11256,1125.89456,287.218
49580,1436.09,1436.09,1148.872,287.218,,49580,1413.11256,1413.11256,1125.89456,287.218
49582,1436.09,1436.09,1148.872,287.218,,49582,1413.11256,1413.11256,1125.89456,287.218
49585,1436.09,1436.09,1148.872,287.218,,49585,1413.11256,1413.11256,1125.89456,287.218
49587,1436.09,1436.09,1148.872,287.218,,49587,1413.11256,1413.11256,1125.89456,287.218
49590,1436.09,1436.09,1148.872,287.218,,49590,1413.11256,1413.11256,1125.89456,287.218
49600,1436.09,1436.09,1148.872,287.218,,49600,1413.11256,1413.11256,1125.89456,287.218
49650,2015.5,2015.5,1612.4,403.1,,49650,1983.252,1983.252,1580.152,403.1
49651,2015.5,2015.5,1612.4,403.1,,49651,1983.252,1983.252,1580.152,403.1
49652,2963.97,2963.97,2371.176,592.794,,49652,2916.54648,2916.54648,2323.75248,592.794
49653,2963.97,2963.97,2371.176,592.794,,49653,2916.54648,2916.54648,2323.75248,592.794
49654,2963.97,2963.97,2371.176,592.794,,49654,2916.54648,2916.54648,2323.75248,592.794
49655,2963.97,2963.97,2371.176,592.794,,49655,2916.54648,2916.54648,2323.75248,592.794
